日時,測定開始からの時間,電源電流,電源電圧,電源電力,回転数,モータートルク,モータ相間電圧(Vm),モータ線電流(Im),インバータ出力電力(P-Out),インバータ効率,力率進角(φ),力率,電流進角(α)
2025/12/5 14:19,46.9,-1.8,24.5,-44,1359,-0.016,5.8,8.7,-81,184,201.9,-93,178.9
2025/12/5 14:19,47,-1.7,24.5,-42,1338,-0.016,5.8,8.7,-81,195,202,-93,178.8
2025/12/5 14:19,47.1,-1.7,24.5,-42,1338,-0.016,5.7,8.6,-79,189,201.8,-93,178.8
2025/12/5 14:19,47.2,-1.7,24.5,-42,1328,-0.016,5.7,8.5,-78,187,201.7,-93,178.7
2025/12/5 14:19,47.3,-1.6,24.5,-39,1318,-0.016,5.7,8.4,-77,197,201.4,-93,179.2
2025/12/5 14:19,47.4,-1.6,24.5,-39,1307,-0.016,5.6,8.5,-77,196,201.2,-93,178.9
2025/12/5 14:19,47.5,-1.6,24.5,-39,1287,-0.016,5.5,8.4,-75,190,201.2,-93,178.8
2025/12/5 14:19,47.6,-1.6,24.5,-39,1287,-0.016,5.5,8.4,-75,191,200.9,-93,178.8
2025/12/5 14:19,47.7,-1.5,24.5,-37,1277,-0.016,5.5,8.4,-75,203,201,-93,178.7
2025/12/5 14:19,47.8,-1.5,24.5,-37,1253,-0.016,5.4,8.4,-74,200,200.5,-94,178.9
2025/12/5 14:19,47.9,-1.5,24.5,-37,1253,-0.016,5.4,8.4,-74,200,200.4,-94,178.8
2025/12/5 14:19,48,-1.4,24.5,-34,1236,-0.016,5.3,8.4,-72,210,200.6,-94,178.8
2025/12/5 14:19,48.1,-1.4,24.5,-34,1236,-0.016,5.3,8.3,-71,208,200.6,-94,178.8
2025/12/5 14:19,48.2,-1.4,24.5,-34,1226,-0.016,5.2,8.3,-70,204,200.5,-94,178.7
2025/12/5 14:19,48.3,-1.3,24.5,-32,1204,-0.016,5.2,8.3,-70,220,200.3,-94,179.1
2025/12/5 14:19,48.4,-1.3,24.5,-32,1196,-0.016,5.1,8.3,-69,216,200.4,-94,179.1
2025/12/5 14:19,48.5,-1.3,24.5,-32,1185,-0.016,5.1,8.3,-69,216,200.2,-94,179.2
2025/12/5 14:19,48.6,-1.3,24.5,-32,1185,-0.016,5.1,8.3,-69,216,200,-94,179.1
2025/12/5 14:19,48.7,-1.2,24.5,-29,1177,-0.016,5,8.3,-68,230,199.7,-94,178.9
2025/12/5 14:19,48.8,-1.2,24.5,-29,1155,-0.016,4.9,8.3,-66,225,199.9,-94,178.8
2025/12/5 14:19,48.9,-1.2,24.5,-29,1155,-0.016,4.9,8.3,-66,225,199.9,-94,178.8
2025/12/5 14:19,49,-1.1,24.5,-27,1136,-0.016,4.8,8.3,-65,241,199.5,-94,178.7
2025/12/5 14:19,49.1,-1.1,24.5,-27,1136,-0.016,4.8,8.3,-65,241,199.6,-94,178.6
2025/12/5 14:19,49.2,-1.1,24.5,-27,1125,-0.016,4.7,8.3,-64,236,199.4,-94,178.6
2025/12/5 14:19,49.3,-1.1,24.4,-27,1104,-0.016,4.7,8.2,-63,235,199.1,-94,178.6
2025/12/5 14:19,49.4,-1,24.4,-24,1104,-0.016,4.7,8.2,-63,259,199,-95,178.5
2025/12/5 14:19,49.5,-1,24.4,-24,1086,-0.016,4.6,8.2,-62,253,199.1,-94,178.5
2025/12/5 14:19,49.6,-1,24.4,-24,1086,-0.016,4.6,8.2,-62,254,198.7,-95,178.6
2025/12/5 14:19,49.7,-1,24.4,-24,1076,-0.016,4.5,8.2,-61,248,198.7,-95,178.5
2025/12/5 14:19,49.8,-0.9,24.4,-22,1056,-0.016,4.5,8.2,-61,276,198.7,-95,178.5
2025/12/5 14:19,49.9,-0.9,24.4,-22,1056,-0.016,4.4,8.2,-59,270,198.5,-95,178.5
2025/12/5 14:19,50,-0.9,24.4,-22,1036,-0.016,4.4,8.2,-59,269,198.8,-95,178.6
2025/12/5 14:19,50.1,-0.9,24.4,-22,1025,-0.016,4.3,8.2,-58,264,198.3,-95,178.6
2025/12/5 14:19,50.2,-0.8,24.4,-20,1025,-0.016,4.3,8.2,-58,297,198.3,-95,178.5
2025/12/5 14:19,50.3,-0.8,24.4,-20,1006,-0.016,4.2,8.1,-56,287,198.2,-95,178.5
2025/12/5 14:19,50.4,-0.8,24.4,-20,1006,-0.016,4.2,8.1,-56,287,198.1,-95,178.9
2025/12/5 14:19,50.5,-0.8,24.4,-20,995,-0.016,4.2,8,-55,284,197.7,-95,179.4
2025/12/5 14:19,50.6,-0.7,24.4,-17,976,-0.016,4.1,8,-54,317,-162.4,-95,-179.8
2025/12/5 14:19,50.7,-0.7,24.4,-17,976,-0.016,4.1,8,-54,317,-162.6,-95,-179.7
2025/12/5 14:19,50.8,-0.7,24.4,-17,956,-0.016,4,8,-53,310,-162.8,-96,-179.4
2025/12/5 14:19,50.9,-0.7,24.4,-17,956,-0.016,4,7.9,-52,306,-162.8,-96,-179.3
2025/12/5 14:19,51,-0.6,24.4,-15,947,-0.016,3.9,8,-52,352,-162.6,-95,-178.9
2025/12/5 14:19,51.1,-0.6,24.4,-15,928,-0.016,3.9,8,-52,353,-163,-96,-179.4
2025/12/5 14:19,51.2,-0.6,24.4,-15,928,-0.016,3.8,8.1,-51,348,-162.9,-96,-179.6
2025/12/5 14:19,51.3,-0.6,24.4,-15,918,-0.016,3.8,8,-50,344,196.9,-96,179.9
2025/12/5 14:19,51.4,-0.5,24.3,-12,909,-0.016,3.8,8,-50,415,196.6,-96,179.7
2025/12/5 14:19,51.5,-0.5,24.3,-12,898,-0.016,3.7,8,-49,404,197,-96,179.5
2025/12/5 14:19,51.6,-0.5,24.3,-12,879,-0.016,3.6,8.1,-48,397,197.1,-96,179.3
2025/12/5 14:19,51.7,-0.5,24.3,-12,879,-0.016,3.6,8.1,-48,398,196.6,-96,179.1
2025/12/5 14:19,51.8,-0.4,24.3,-10,868,-0.016,3.6,8.1,-48,497,196.9,-96,179.6
2025/12/5 14:19,51.9,-0.4,24.3,-10,849,-0.016,3.5,8.1,-47,483,196.9,-96,179.5
2025/12/5 14:19,52,-0.4,24.3,-10,839,-0.016,3.4,8.1,-46,470,196.6,-96,179.2
2025/12/5 14:19,52.1,-0.4,24.3,-10,829,-0.016,3.4,8.1,-46,471,196.3,-96,179.1
2025/12/5 14:19,52.2,-0.3,24.3,-7,829,-0.016,3.4,8.1,-46,629,196.1,-96,179
2025/12/5 14:19,52.3,-0.3,24.3,-7,819,-0.016,3.3,8.1,-45,611,195.9,-96,178.9
2025/12/5 14:19,52.4,-0.3,24.3,-7,799,-0.016,3.3,8.1,-44,610,196.3,-96,178.7
2025/12/5 14:19,52.5,-0.2,24.3,-5,789,-0.016,3.2,8.2,-44,901,195.6,-96,178.6
2025/12/5 14:19,52.6,-0.2,24.3,-5,780,-0.016,3.2,8.2,-44,900,195.8,-96,178.6
2025/12/5 14:19,52.7,-0.2,24.3,-5,780,-0.016,3.1,8.1,-42,860,196,-96,178.5
2025/12/5 14:19,52.8,-0.2,24.3,-5,769,-0.016,3.1,8.2,-42,873,195.6,-96,178.5
2025/12/5 14:19,52.9,-0.1,24.2,-2,747,-0.016,3,8.2,-41,1697,195.4,-96,178.9
2025/12/5 14:19,53,-0.1,24.2,-2,747,-0.016,3,8.2,-41,1697,195.4,-96,179
2025/12/5 14:19,53.1,-0.1,24.2,-2,730,-0.016,3,8.2,-41,1697,195.5,-96,178.9
2025/12/5 14:19,53.2,-0.1,24.2,-2,730,-0.016,2.9,8.1,-39,1622,195.3,-96,178.9
2025/12/5 14:19,53.3,0,24.2,0,720,-0.016,2.9,8.1,-39,0,195,-97,178.8
2025/12/5 14:19,53.4,0,24.2,0,701,-0.016,2.8,8.2,-38,0,194.9,-97,178.7
2025/12/5 14:19,53.5,0,24.2,0,701,-0.016,2.7,8.2,-37,0,195.2,-97,178.6
2025/12/5 14:19,53.6,0,24.2,0,680,-0.016,2.7,8.3,-37,0,195.8,-96,178.6
2025/12/5 14:19,53.7,0,24.2,0,670,-0.016,2.6,8.3,-36,0,194.8,-97,178.6
2025/12/5 14:19,53.8,0,24.2,0,670,-0.016,2.6,8.3,-36,0,195.4,-96,178.6
2025/12/5 14:19,53.9,0,24.2,0,651,-0.016,2.5,8.3,-35,0,195.1,-97,179
2025/12/5 14:19,54,0.1,24.2,2,651,-0.016,2.5,8.3,-35,-1435,195,-97,179
2025/12/5 14:19,54.1,0.1,24.2,2,640,-0.016,2.4,8.2,-33,-1362,194.7,-97,179.2
2025/12/5 14:19,54.2,0.1,24.1,2,620,-0.016,2.4,8.3,-33,-1384,194.8,-97,179.1
2025/12/5 14:19,54.3,0.2,24.1,5,620,-0.016,2.3,8.3,-32,-660,195.7,-96,179.1
2025/12/5 14:19,54.4,0.2,24.1,5,601,-0.016,2.3,8.3,-32,-660,195.8,-96,179
2025/12/5 14:19,54.5,0.2,24.1,5,601,-0.016,2.3,8.3,-32,-664,194.6,-97,179
2025/12/5 14:19,54.6,0.2,24.1,5,591,-0.016,2.2,8.3,-31,-635,194.6,-97,178.9
2025/12/5 14:19,54.7,0.3,24.1,7,571,-0.016,2.1,8.3,-29,-402,195.5,-96,178.9
2025/12/5 14:19,54.8,0.3,24.1,7,561,-0.016,2.1,8.4,-29,-407,195.6,-96,178.9
2025/12/5 14:19,54.9,0.4,24.1,10,551,-0.016,2,8.4,-28,-290,195.9,-96,178.9
2025/12/5 14:19,55,0.4,24.1,10,551,-0.016,2,8.4,-28,-291,195.1,-97,178.9
2025/12/5 14:19,55.1,0.4,24,10,531,-0.016,2,8.3,-28,-289,195.2,-97,178.8
2025/12/5 14:19,55.2,0.4,24,10,522,-0.016,1.9,8.2,-26,-271,195.7,-96,178.8
2025/12/5 14:19,55.3,0.4,24,10,522,-0.016,1.9,8.2,-26,-271,195.4,-96,178.8
2025/12/5 14:19,55.4,0.5,24,12,503,-0.016,1.8,8.1,-24,-204,194.1,-97,178.7
2025/12/5 14:19,55.5,0.5,24,12,503,-0.016,1.8,8.1,-25,-204,193.7,-97,178.7
2025/12/5 14:19,55.6,0.5,24,12,493,-0.016,1.7,8.1,-23,-193,193.7,-97,179.1
2025/12/5 14:19,55.7,0.5,24,12,474,-0.016,1.6,8.1,-22,-182,193.9,-97,179
2025/12/5 14:19,55.8,0.6,24,14,464,-0.016,1.6,8.2,-22,-153,194.9,-97,179.4
2025/12/5 14:19,55.9,0.6,24,14,464,-0.016,1.6,8.2,-22,-152,195.4,-96,179.3
2025/12/5 14:19,56,0.6,24,14,455,-0.016,1.6,8.2,-22,-152,195.6,-96,179.2
2025/12/5 14:19,56.1,0.7,24,17,445,-0.016,1.5,8.3,-21,-125,193.2,-97,179
2025/12/5 14:19,56.2,0.7,23.9,17,425,-0.016,1.4,8.3,-19,-116,195.8,-96,179
2025/12/5 14:19,56.3,0.7,23.9,17,415,-0.016,1.3,8.2,-18,-107,193.1,-97,178.9
2025/12/5 14:19,56.4,0.8,23.9,19,415,-0.016,1.3,8.3,-18,-94,195.4,-96,178.8
2025/12/5 14:19,56.5,0.8,23.9,19,395,-0.016,1.2,8.3,-17,-88,193.6,-97,178.8
2025/12/5 14:19,56.6,0.8,23.9,19,395,-0.016,1.2,8.4,-17,-88,196.4,-96,178.7
2025/12/5 14:19,56.7,0.9,23.9,22,375,-0.016,1.1,8.5,-16,-72,196.6,-96,178.7
2025/12/5 14:19,56.8,0.9,23.9,22,365,-0.016,1.1,8.6,-16,-73,196.8,-96,178.6
2025/12/5 14:19,56.9,1,23.9,24,365,-0.016,1.1,8.6,-16,-67,193.7,-97,178.6
2025/12/5 14:19,57,1,23.8,24,344,-0.016,1,8.6,-14,-61,193.7,-97,179.1
2025/12/5 14:19,57.1,1,23.8,24,344,-0.016,1,8.6,-14,-60,197.1,-96,179.3
2025/12/5 14:19,57.2,1.1,23.8,26,324,-0.016,0.9,8.6,-13,-50,193.7,-97,179.2
2025/12/5 14:19,57.3,1.1,23.8,26,314,-0.016,0.8,8.6,-11,-43,198.8,-95,179.1
2025/12/5 14:19,57.4,1.1,23.8,26,314,-0.016,0.8,8.5,-11,-44,194.2,-97,179.1
2025/12/5 14:19,57.5,1.2,23.8,29,294,-0.016,0.8,8.6,-11,-40,198,-95,179
2025/12/5 14:19,57.6,1.2,23.8,29,294,-0.016,0.7,8.5,-10,-34,200.6,-94,178.9
2025/12/5 14:19,57.7,1.2,23.7,28,274,-0.016,0.6,8.4,-8,-30,195.3,-96,178.9
2025/12/5 14:19,57.8,1.2,23.7,28,274,-0.016,0.6,8.4,-8,-30,193.2,-97,178.9
2025/12/5 14:19,57.9,1.3,23.7,31,254,-0.016,0.6,8.5,-9,-28,194.5,-97,179
2025/12/5 14:19,58,1.3,23.7,31,245,-0.016,0.5,8.5,-7,-23,194.8,-97,179.1
2025/12/5 14:19,58.1,1.3,23.7,31,245,-0.016,0.5,8.5,-7,-23,194.3,-97,179.2
2025/12/5 14:19,58.2,1.4,23.7,33,235,-0.016,0.4,8.4,-6,-17,193.2,-97,179.2
2025/12/5 14:19,58.3,1.4,23.7,33,226,-0.016,0.3,8.4,-4,-13,196.1,-96,179.1
2025/12/5 14:19,58.4,1.4,23.7,33,216,-0.016,0.3,8.5,-4,-11,214.9,-82,179
2025/12/5 14:19,58.5,1.5,23.6,35,196,-0.016,0.3,8.4,-4,-11,203.6,-92,179
2025/12/5 14:19,58.6,1.5,23.6,35,187,-0.016,0.1,8.6,-1,-3,217,-80,179
2025/12/5 14:19,58.7,1.5,23.6,35,187,-0.016,0.2,8.6,-2,-5,231.5,-62,178.9
2025/12/5 14:19,58.8,1.6,23.6,38,176,-0.016,0.2,8.5,-3,-7,205.6,-90,178.9
2025/12/5 14:19,58.9,1.6,23.6,38,166,-0.016,0.2,8.4,-1,-3,249.9,-34,178.8
2025/12/5 14:19,59,1.6,23.6,38,148,-0.016,0,8.4,0,0,306.4,59,179
2025/12/5 14:19,59.1,1.7,23.5,40,137,-0.016,0,8.6,0,0,1.4,100,178.8
2025/12/5 14:19,59.2,1.7,23.5,40,137,-0.016,0.2,8.6,0,1,278.6,15,178.7
2025/12/5 14:19,59.3,1.7,23.5,40,116,-0.016,0.2,8.6,1,2,286.2,28,178.7
2025/12/5 14:19,59.4,1.8,23.5,42,116,-0.016,0.2,8.5,3,7,2.7,100,178.6
2025/12/5 14:19,59.5,1.8,23.5,42,98,-0.016,0.3,8.5,4,10,341.4,95,178.6
2025/12/5 14:19,59.6,1.8,23.5,42,98,-0.016,0.1,8.4,1,3,28.9,88,178.6
2025/12/5 14:19,59.7,1.8,23.5,42,89,-0.016,0.4,8.2,6,13,354.7,100,178.7
2025/12/5 14:19,59.8,1.8,23.5,42,71,-0.016,0.2,8.2,2,4,304.7,57,178.6
2025/12/5 14:19,59.9,1.8,23.5,42,71,-0.016,0.5,8.2,6,15,335.7,91,178.7
2025/12/5 14:19,60,1.9,23.4,44,53,-0.016,0.3,8.2,4,8,34.4,83,178.6
2025/12/5 14:19,60.1,1.9,23.4,44,53,-0.016,0.1,8.2,1,2,319.1,76,178.6
2025/12/5 14:19,60.2,1.9,23.4,44,43,-0.016,0.8,8.3,10,22,328.5,85,178.4
2025/12/5 14:19,60.3,2,23.4,47,24,-0.016,1.1,8.3,16,33,7.7,99,178.6
2025/12/5 14:19,60.4,2,23.4,47,24,-0.016,1.1,8.2,14,30,24.8,91,178.7
2025/12/5 14:19,60.5,1.9,23.4,44,7,-0.016,1.1,7.8,8,19,56.3,55,178.5
2025/12/5 14:19,60.6,1.9,23.4,44,7,-0.016,1.1,7.6,5,11,70.7,33,178.6
2025/12/5 14:19,60.7,1.8,23.4,42,0,-0.016,1.3,7,0,0,89.6,1,178.5
2025/12/5 14:19,60.8,1.7,23.4,40,-9,-0.016,1.6,6.3,-1,-3,93.4,-6,178.8
2025/12/5 14:19,60.9,1.6,23.4,37,-9,-0.016,1.8,6,0,0,89.6,1,178.7
2025/12/5 14:19,61,1.5,23.5,35,-13,-0.016,1.9,5.3,5,13,74.7,26,178.8
2025/12/5 14:19,61.1,1.4,23.5,33,-16,-0.016,1.9,5,7,22,64,44,178.6
2025/12/5 14:19,61.2,1.3,23.5,31,-19,-0.016,1.5,4.4,9,29,38.1,79,178.6
2025/12/5 14:19,61.3,1.2,23.5,28,-22,-0.016,0.9,3.7,6,20,9.2,99,178.5
2025/12/5 14:19,61.4,1,23.5,24,-24,-0.016,0.1,3.2,1,2,22.8,92,178.6
2025/12/5 14:19,61.5,1,23.6,24,-24,-0.016,0.3,2.9,0,-2,105.5,-27,178.5
2025/12/5 14:19,61.6,0.9,23.6,21,-25,-0.016,0.8,2.4,1,3,80.5,17,178.5
2025/12/5 14:19,61.7,0.8,23.6,19,-25,-0.016,0.9,2.1,2,9,60.5,49,178.5
2025/12/5 14:19,61.8,0.7,23.6,17,-25,-0.016,0.9,1.7,3,15,16.6,96,178.6
2025/12/5 14:19,61.9,0.6,23.6,14,-25,-0.016,0.5,1.3,1,6,321.1,78,178.6
2025/12/5 14:19,62,0.6,23.6,14,-25,-0.016,0.3,1.1,0,1,279.6,17,178.7
2025/12/5 14:19,62.1,0.5,23.7,12,-23,-0.016,0.4,0.7,0,-4,160.6,-94,179.1
2025/12/5 14:19,62.2,0.5,23.7,12,-23,-0.016,0.5,0.6,0,-2,121.4,-52,178.1
2025/12/5 14:19,62.3,0.5,23.7,12,-21,-0.016,0.7,0.2,0,1,66.9,39,178
2025/12/5 14:19,62.4,0.4,23.7,9,-20,-0.016,0.8,0,0,0,14.6,97,175.4
2025/12/5 14:19,62.5,0.4,23.7,9,-20,-0.016,0.8,0,0,0,171.8,-99,-2
2025/12/5 14:19,62.6,0.4,23.7,9,-17,-0.016,0.7,0.2,0,-1,119.1,-49,-1.6
2025/12/5 14:19,62.7,0.3,23.7,7,-17,-0.016,0.7,0.3,0,0,95.3,-9,1.8
2025/12/5 14:19,62.8,0.3,23.7,7,-15,-0.016,0.8,0.5,1,7,43.3,73,0.5
2025/12/5 14:19,62.9,0.3,23.7,7,-13,-0.016,0.9,0.6,1,13,0.5,100,1.3
2025/12/5 14:19,63,0.3,23.7,7,-13,-0.016,1,0.6,1,14,-18.5,95,0.9
2025/12/5 14:19,63.1,0.3,23.7,7,-9,-0.016,1.1,0.7,1,12,-50.4,64,1.6
2025/12/5 14:19,63.2,0.2,23.7,5,-9,-0.016,1.2,0.8,1,14,-66.6,40,0.5
2025/12/5 14:19,63.3,0.2,23.7,5,-8,-0.016,1.3,0.8,0,-2,-92.3,-4,1
2025/12/5 14:19,63.4,0.2,23.7,5,-7,-0.016,1.4,0.8,0,-9,-102.7,-22,1.9
2025/12/5 14:19,63.5,0.2,23.8,5,-4,-0.016,1.6,0.8,-2,-32,-134,-69,0
2025/12/5 14:19,63.6,0.2,23.8,5,-3,-0.016,1.7,0.8,-2,-39,-141.9,-79,-0.3
2025/12/5 14:19,63.7,0.2,23.8,5,-3,-0.016,1.7,0.8,-2,-42,-149.1,-86,-0.5
2025/12/5 14:19,63.8,0.2,23.8,5,-1,-0.016,1.9,0.8,-2,-52,-159.8,-94,-0.6
2025/12/5 14:19,63.9,0.2,23.8,5,0,-0.016,2.1,0.8,-3,-59,-166.6,-97,-0.4
2025/12/5 14:19,64,0.2,23.8,5,1,-0.016,2.2,0.8,-3,-63,-170,-98,-0.4
2025/12/5 14:19,64.1,0.2,23.8,5,2,-0.016,2.3,0.8,-3,-66,-170.2,-99,-0.1
2025/12/5 14:19,64.2,0.1,23.8,2,2,-0.016,2.4,0.8,-3,-138,-170.1,-99,-0.1
2025/12/5 14:19,64.3,0.1,23.8,2,3,-0.016,2.5,0.8,-3,-142,-167.5,-98,0.1
2025/12/5 14:19,64.4,0.1,23.8,2,4,-0.016,2.5,0.8,-3,-139,-162.3,-95,0.5
2025/12/5 14:19,64.5,0.1,23.8,2,4,-0.016,2.5,0.8,-3,-133,-156.1,-91,-0.2
2025/12/5 14:19,64.6,0.1,23.8,2,5,-0.016,2.5,0.8,-3,-129,-152.4,-89,-1.1
2025/12/5 14:19,64.7,0.1,23.8,2,5,-0.016,2.5,0.7,-3,-107,-147.3,-84,-0.9
2025/12/5 14:19,64.8,0.1,23.8,2,6,-0.016,2.4,0.7,-2,-85,-134.1,-70,0.7
2025/12/5 14:19,64.9,0.1,23.8,2,6,-0.016,2.3,0.7,-1,-59,-120.3,-50,0.5
2025/12/5 14:19,65,0.1,23.8,2,6,-0.016,2.2,0.7,-1,-45,-113.7,-40,-0.3
2025/12/5 14:19,65.1,0.1,23.8,2,7,-0.016,2.1,0.7,0,-9,-95,-9,1
2025/12/5 14:19,65.2,0.1,23.8,2,8,-0.016,1.9,0.7,1,25,-74.9,26,1.3
2025/12/5 14:19,65.3,0.1,23.8,2,8,-0.016,1.8,0.7,1,38,-65.2,42,0.3
2025/12/5 14:19,65.4,0.1,23.8,2,9,-0.016,1.6,0.7,2,63,-39.3,77,2.4
2025/12/5 14:19,65.5,0.1,23.8,2,9,-0.016,1.5,0.8,2,78,-26.4,90,2.4
2025/12/5 14:19,65.6,0.1,23.8,2,10,-0.016,1.4,0.7,2,71,0.7,100,1.6
2025/12/5 14:19,65.7,0.1,23.8,2,10,-0.016,1.3,0.7,2,63,17.1,96,2.6
2025/12/5 14:19,65.8,0.1,23.8,2,10,-0.016,1.1,0.7,1,37,48.7,66,0.7
2025/12/5 14:19,65.9,0.1,23.8,2,12,-0.016,1,0.7,0,3,86.4,6,1.7
2025/12/5 14:19,66,0.1,23.8,2,12,-0.016,0.9,0.7,0,-12,105.4,-27,0.5
2025/12/5 14:19,66.1,0.1,23.8,2,12,-0.016,0.9,0.7,-1,-38,146.8,-84,0.4
2025/12/5 14:19,66.2,0.1,23.8,2,12,-0.016,0.8,0.7,-1,-40,168.4,-98,-0.2
2025/12/5 14:19,66.3,0.1,23.8,2,13,-0.016,0.9,0.7,-1,-26,-125.2,-58,-0.2
2025/12/5 14:19,66.4,0.1,23.8,2,13,-0.016,0.9,0.6,0,-9,-103.2,-23,0
2025/12/5 14:19,66.5,0.1,23.8,2,13,-0.016,1,0.6,0,6,-81.8,14,1.1
2025/12/5 14:19,66.6,0.1,23.8,2,14,-0.016,1,0.6,1,32,-42.3,74,1.4
2025/12/5 14:19,66.7,0.1,23.8,2,14,-0.016,1,0.6,1,40,-22.4,92,1.8
2025/12/5 14:19,66.8,0.1,23.8,2,14,-0.016,1,0.6,1,42,16.9,96,2.1
2025/12/5 14:19,66.9,0.1,23.8,2,15,-0.016,0.9,0.6,1,21,57,54,1
2025/12/5 14:19,67,0.1,23.8,2,15,-0.016,0.8,0.6,0,6,80.1,17,1.6
2025/12/5 14:19,67.1,0.1,23.8,2,15,-0.016,0.7,0.5,0,-16,127.7,-61,0
2025/12/5 14:19,67.2,0,23.8,0,15,-0.016,0.7,0.5,-1,0,-177.1,-100,-1.3
2025/12/5 14:19,67.3,0,23.8,0,15,-0.016,0.7,0.5,-1,0,-147.8,-85,-0.5
2025/12/5 14:19,67.4,0,23.8,0,16,-0.016,0.8,0.4,0,0,-95,-9,-0.2
2025/12/5 14:19,67.5,0,23.8,0,16,-0.016,0.9,0.4,0,0,-49,66,0.3
2025/12/5 14:19,67.6,0,23.8,0,16,-0.016,0.9,0.4,1,0,-26,90,1.6
2025/12/5 14:19,67.7,0,23.8,0,16,-0.016,0.9,0.4,1,0,15.9,96,1.6
2025/12/5 14:19,67.8,0,23.8,0,16,-0.016,0.9,0.4,0,0,37.6,79,1.1
2025/12/5 14:19,67.9,0,23.8,0,16,-0.016,0.8,0.4,0,0,82.8,13,0.5
2025/12/5 14:19,68,0,23.8,0,16,-0.016,0.7,0.4,0,0,134.2,-70,-0.9
2025/12/5 14:19,68.1,0,23.8,0,16,-0.016,0.7,0.3,0,0,162.9,-96,-1.2
2025/12/5 14:19,68.2,0,23.8,0,16,-0.016,0.7,0.3,0,0,-138.8,-75,-1.3
2025/12/5 14:19,68.3,0,23.8,0,16,-0.016,0.7,0.3,0,0,-112,-37,-1.8
2025/12/5 14:19,68.4,0,23.8,0,16,-0.016,0.8,0.3,0,0,-60.8,49,-0.4
2025/12/5 14:19,68.5,0,23.8,0,16,-0.016,0.9,0.3,0,0,-36.3,81,1.3
2025/12/5 14:19,68.6,0,23.8,0,16,-0.016,0.9,0.3,0,0,6.9,99,1.4
2025/12/5 14:19,68.7,0,23.8,0,16,-0.016,0.8,0.4,0,0,51.2,63,0.5
2025/12/5 14:19,68.8,0,23.8,0,16,-0.016,0.8,0.4,0,0,75.4,25,1.1
2025/12/5 14:19,68.9,0,23.8,0,17,-0.016,0.7,0.3,0,0,126.5,-59,-0.5
2025/12/5 14:19,69,0,23.8,0,17,-0.016,0.6,0.3,0,0,155.8,-91,-0.6
2025/12/5 14:19,69.1,0,23.8,0,16,-0.016,0.7,0.3,0,0,-143.5,-80,-0.5
2025/12/5 14:19,69.2,0,23.8,0,16,-0.016,0.8,0.3,0,0,-88,3,0.1
2025/12/5 14:19,69.3,0,23.8,0,16,-0.016,0.9,0.3,0,0,-39.3,77,1.6
2025/12/5 14:19,69.4,0,23.8,0,16,-0.016,0.9,0.3,0,0,-17,96,1.8
2025/12/5 14:19,69.5,0,23.8,0,16,-0.016,0.9,0.3,0,0,4.8,100,1.5
2025/12/5 14:19,69.6,0,23.8,0,17,-0.016,0.9,0.3,0,0,48.6,66,1
2025/12/5 14:19,69.7,0,23.8,0,17,-0.016,0.7,0.3,0,0,97.2,-13,0.7
2025/12/5 14:19,69.8,0,23.8,0,17,-0.016,0.6,0.3,0,0,152.3,-89,-0.3
2025/12/5 14:19,69.9,0,23.8,0,17,-0.016,0.6,0.3,0,0,-179,-100,-1.5
2025/12/5 14:19,70,0,23.8,0,17,-0.016,0.6,0.3,0,0,-147.9,-85,-0.7
